File #,DateTime,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Be,MgO,Al2O3,SiO2,P2O5,S,Cl,K2O,CaO,TiO2,V,Cr,MnO,Fe2O3,Co,Ni,Cu,Zn,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,Ba,La,Ce,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Th,U,Cal Check,Ti,Mn,Fe,Sc,Br,I
102,01-01-2006 12:24,051225,320,AMD_01,320,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"2,0659","6,2191","1,2620",0,"30,6322","0,5656","5,1320",0,0,0,0,0,"0,4476","0,1409","0,0248","0,0101","0,6112",0,"0,0045",0,"0,0032","0,0032",0,"0,0165",0,0,0,0,0,0,0,"0,0241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0217",0,0,0,Passed,"0,1015","3,1498","17,5409",0,0,0
103,01-01-2006 12:28,051225,321,AMD_01,321,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"1,2382","5,3212","1,9802",0,"49,3605","0,4488","3,0516",0,0,0,0,0,"0,9803","0,9125","0,1697","0,0191","3,5550","0,0113","0,0054","0,0071",0,"0,0071",0,"0,0481",0,0,0,"0,0410",0,0,0,"0,1161",0,0,0,"0,2484",0,0,"0,0062",0,0,0,0,0,"0,0332",0,"0,0726",0,0,0,Passed,"0,2865","0,2953","1,9543",0,0,0
104,01-01-2006 12:31,051225,322,AMD_01,322,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"2,7217","11,0070","1,1403","0,3252","33,6070","0,6906","1,4738",0,0,0,0,0,"0,0938","0,0338","0,0476","0,0515","8,6881","0,0275","0,0050","0,0077","0,0040","0,0104",0,"0,0168",0,0,"0,0328","0,0116",0,0,0,"0,5351",0,0,0,0,0,0,0,0,0,0,0,"0,0208","0,1591","0,0240","0,0468",0,0,0,Passed,"0,5278","0,2443","4,0771",0,0,0
105,01-01-2006 12:34,051225,323,AMD_01,323,GeoChem,DualSoil,"61,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"1,4881","9,7636","1,2125","0,0669","42,3937","0,7274","3,0550",0,0,"0,0069",0,0,"0,2052","0,2694","0,2303","0,1205","39,9100","0,1287","0,0091","0,0112",0,"0,0074",0,"0,0080",0,0,"0,1156","0,1143",0,0,0,"0,4943",0,0,0,"0,1115","0,0099",0,0,0,0,0,0,"0,0827","0,1417","0,0279","0,0116",0,0,0,Passed,"0,2723","0,2632","2,9434",0,0,0
106,01-01-2006 12:38,051225,324,AMD_01,324,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"0,7907","3,6640","1,8826","2,6053","49,4423","0,1787","6,1768",0,0,0,0,0,"0,1735","0,0097","0,0111","0,0109","0,2501",0,"0,0030","0,0188","0,0027","0,0060",0,"0,0058",0,0,0,0,0,0,"0,0259","0,0213",0,0,0,"0,3008",0,0,0,0,0,0,0,0,0,0,"0,0098",0,0,0,Passed,"0,1174","0,2415","5,6373",0,0,0
107,01-01-2006 12:41,051225,325,AMD_01,325,GeoChem,DualSoil,"61,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"5,0588","14,8651","1,3737","0,4312","33,3219","1,7276","1,6929",0,"0,0080",0,0,0,"0,0603","0,0061","0,0858","0,0471","0,2056",0,"0,0107","0,0053","0,0024","0,0101",0,"0,0098",0,0,0,0,0,0,0,"0,0392",0,"0,0271",0,"0,1204",0,0,0,0,0,0,0,0,0,0,"0,0553",0,0,0,Passed,"0,5748","0,1143","2,2339",0,0,0
108,01-01-2006 12:43,051225,326,AMD_01,326,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"2,7710","10,8915","1,4943","0,2138","33,8315","0,7669","5,7083",0,0,0,0,0,"0,0944","0,0135","0,0572","0,0327","0,2432",0,"0,0058","0,0224","0,0021","0,0103",0,"0,0045",0,0,0,"0,0099",0,0,0,"0,0222",0,0,0,"0,1574",0,0,0,0,0,0,0,0,0,0,"0,0123",0,0,0,Passed,"0,3708","0,1482","3,7491",0,0,0
109,01-01-2006 12:46,051225,327,AMD_01,327,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"0,3280","0,6718","2,4434",0,"64,2185","0,0552",0,0,0,"0,0072",0,0,"0,0792","0,0021","0,0225","0,1131","0,0583",0,"0,0088","0,0065","0,0022","0,0109",0,"0,0050",0,0,0,"0,0035",0,0,0,"0,0374",0,"0,0216",0,"0,4679",0,0,0,0,0,0,"0,0092",0,0,0,"0,1104",0,0,0,Passed,"0,1479","0,0773","1,4104",0,0,0
110,01-01-2006 12:49,051225,328,AMD_01,328,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"0,5542","0,9265","2,4027",0,"61,6265","0,0540","0,2346",0,0,"0,0072",0,0,"0,2001","0,0113","0,2184","0,1817","0,5115",0,"0,0071","0,0180","0,0029","0,0102",0,"0,0127",0,0,0,"0,0364",0,0,0,"0,1744",0,"0,0350",0,"0,4240",0,0,0,0,0,0,0,0,0,0,"0,1264",0,0,0,Passed,"0,1765","0,4628","3,9693",0,0,0
111,01-01-2006 12:52,051225,329,AMD_01,329,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"1,4979","6,0431","1,5855",0,"42,2123","0,1813","12,3177",0,0,"0,0052",0,0,"0,0657","0,0118","0,0677","0,8276","2,6734","0,0164",0,"0,0934",0,"0,0190",0,0,0,0,0,"0,0112","0,0138",0,0,"0,0401",0,0,0,"0,1681",0,"0,0763",0,0,0,0,0,0,"0,0210","0,0176","13,4296",0,0,0,Passed,"0,1337","0,4853","2,8327",0,0,0
112,01-01-2006 12:55,051225,330,AMD_01,330,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"3,1744","11,1554","1,3561",0,"30,5231","0,5012","9,6103",0,0,0,0,0,"0,0577","0,0077","0,0311","0,0679","0,7739",0,"0,0042","0,0329","0,0022","0,0089",0,0,0,0,0,"0,0595",0,0,0,"0,0411",0,"0,0581",0,0,0,0,0,0,0,0,0,0,"0,0238",0,"0,0646",0,0,0,Passed,"0,3727","0,1962","3,7744",0,0,0
113,01-01-2006 12:57,051225,331,AMD_01,331,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"0,9182","3,0957","1,6128",0,"30,2263","0,0531","24,8203",0,0,0,0,0,"0,0315","0,0584","0,0654","0,0443","0,6664",0,0,"0,0201","0,0054","0,0028",0,0,0,0,0,"0,0245",0,0,0,"0,0250",0,0,0,"0,1677",0,0,0,0,0,0,0,0,0,0,"0,1491",0,0,0,Passed,"0,0460","1,1504","1,5719",0,0,0
114,01-01-2006 12:07,051225,332,AMD_01,332,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,"1,4978",0,"77,4035","0,0748","3,3313","0,0269",0,"0,6563",0,0,0,0,0,"0,0000",0,"1,0863","0,0966","0,0894",0,0,"0,0018",0,0,0,"0,0019",0,0,0,"0,0049",0,0,0,"0,2268",0,"0,3108",0,0,0,0,0,0,0,0,0,0,"0,0023",0,"0,0023","0,0029",0,0,Passed,"0,0589","0,0283","1,6765",0,0,0
115,01-01-2006 12:12,051225,333,AMD_01,333,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"0,5761","44,4175",0,"8,3243",0,"0,0816","0,6971",0,0,0,0,0,0,"0,0083","5,3258","0,6408","0,5330",0,0,"0,0029",0,"0,0055",0,"0,0063",0,0,0,"0,0503","0,0056",0,0,"0,5675",0,"0,0694",0,0,0,0,0,0,0,0,0,0,"0,0089",0,0,0,0,0,Passed,"0,0316","0,0309","3,2779",0,0,0
116,01-01-2006 12:17,051225,334,AMD_01,334,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,"7,0122",0,"24,7353","0,2043","0,1993","0,0399",0,"26,5037",0,0,0,0,0,0,0,"0,2531","0,1360","0,0068",0,0,"0,0068","0,0019","0,0011",0,0,0,0,0,0,0,0,0,"0,0319",0,"0,1577",0,0,0,0,0,0,0,0,0,0,0,0,"0,0055",0,0,0,Passed,0,"0,8771","7,2623",0,0,0
117,01-01-2006 12:23,051225,335,AMD_01,335,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"1,4322","22,2895","0,1407","1,3079","0,0722","0,1411","25,0177",0,"0,0094",0,0,0,0,0,"3,0980",0,"0,0502",0,"0,0014","0,0036","0,0058","0,0010",0,0,0,0,0,0,0,0,0,"0,0118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0140",0,0,0,Passed,0,"0,2465","10,9144",0,0,0
118,01-01-2006 12:25,051225,336,AMD_01,336,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,"2,6279","2,2868","64,7071","0,0701","2,5695",0,"0,4939","3,9545",0,"0,0022",0,0,0,0,"0,0046","2,2403",0,"0,4270",0,0,"0,0013",0,"0,0011",0,"0,1555",0,0,0,0,0,0,0,"0,0141",0,0,0,0,"0,0252",0,0,0,0,0,0,0,0,0,"0,0084",0,0,0,Passed,"0,0544","0,2344","4,3890",0,0,0
119,01-01-2006 12:34,051225,337,AMD_01,337,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,0,"33,5140","0,1197","18,2107",0,"0,0281","3,9519",0,0,0,0,0,0,"0,0139","14,5735",0,"0,4919",0,0,"0,0032",0,0,0,"0,0563",0,0,0,0,0,0,0,"0,0195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0083",0,"0,0100",0,Passed,0,"0,1473","14,1082",0,0,0
120,01-01-2006 12:40,051225,338,AMD_01,338,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,"2,1849","2,1897","71,6129",0,"2,5417",0,"0,5276","0,6737",0,"0,0016",0,0,0,0,"0,0063","3,2648","0,0145","0,7019",0,0,"0,0016",0,"0,0019",0,"0,1426",0,0,0,0,0,0,0,"1,2591",0,0,0,0,"0,0387",0,0,0,0,0,0,0,"0,0063",0,"0,0117",0,0,0,Passed,"0,0719","0,1072","2,3732",0,0,0
121,01-01-2006 12:43,051225,339,AMD_01,339,GeoChem,DualSoil,"61,0",No Match,"0,0",0,"0,0",0,"0,0",0,"1,9070","3,5888","70,8062",0,"1,8910",0,"0,8579","1,4043",0,"0,0028",0,0,0,0,"0,0059","2,4097",0,"0,5188",0,"0,0022","0,0022",0,"0,0022",0,"0,1006",0,0,0,0,0,0,0,"0,8982",0,0,0,0,"0,0270",0,0,0,0,0,0,0,"0,0023",0,"0,0065",0,0,0,Passed,"0,2019","0,0871","1,9679",0,0,0
122,01-01-2006 12:46,051225,340,AMD_01,340,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"0,9385","26,5180",0,"2,7725",0,"0,0896","25,9806",0,0,0,0,0,0,0,"4,1614",0,"0,2450",0,0,"0,0060","0,0034",0,0,"0,1002",0,0,0,0,0,0,0,"0,0186",0,0,0,0,"0,0198",0,0,0,0,0,0,0,0,0,"0,0086",0,0,0,Passed,0,"1,3793","8,2699",0,0,0
123,01-01-2006 12:49,051225,341,AMD_01,341,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"1,0467","29,6642","0,1439","21,6476",0,"0,1781","0,2880",0,0,0,0,0,0,"0,0396","16,5545",0,"0,4212",0,0,0,0,0,0,"0,2384",0,0,0,0,0,0,0,"0,0241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0245",0,"0,0077",0,Passed,"0,0167","0,0360","15,6074",0,0,0
124,01-01-2006 12:52,051225,342,AMD_01,342,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"0,7462","45,1578",0,"13,6305",0,"0,2017","1,0504",0,0,0,0,0,0,"0,0315","11,0100","0,0071","0,9338","0,0014",0,"0,0028",0,0,0,"0,2086",0,0,0,0,0,0,0,"0,0545",0,0,0,0,0,0,0,0,0,0,0,0,"0,0061",0,"0,0201",0,0,0,Passed,"0,0213","0,0456","8,8553",0,0,0
125,01-01-2006 12:55,051225,343,AMD_01,343,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,"50,1788","2,6454","49,4562",0,"0,5484",0,"0,4686","0,0649",0,0,"0,0057",0,0,"0,0118","0,0927","0,3356","0,1437","100,0000","0,2215","0,0055","0,0290",0,"0,0064",0,"0,0405",0,0,"0,1913","0,2627",0,0,0,"0,8564",0,0,0,0,"0,0134",0,0,0,0,0,0,"0,1725",0,0,"0,0249",0,0,0,Passed,"0,0951",0,"0,9877",0,0,0
126,01-01-2006 12:58,051225,344,AMD_01,344,GeoChem,DualSoil,"60,0",AS41,"0,0",AM60,"0,0",AZ31,"0,0",0,"32,5430","1,3908","24,7425","0,2128","7,7898",0,"0,3376","8,3565",0,0,0,0,0,"0,0141","0,0342","0,4309","0,0882","21,8662","0,0572","0,0035","0,0107",0,"0,0025",0,"0,0099",0,0,"0,0446","0,0200",0,0,0,"0,4501",0,0,0,0,0,0,0,0,0,0,0,"0,0342","0,0793",0,"0,0580",0,0,0,Passed,"0,0460","0,3250","10,2579",0,0,0
127,01-01-2006 13:02,051225,345,AMD_01,345,GeoChem,DualSoil,"60,0",AS41,"0,0",AM60,"0,0",AZ91,"0,0",0,"46,8370","0,5481","6,0396",0,"0,7148",0,"0,1218","12,9073",0,0,0,0,0,"5,4300","16,8394","1,7827","0,0418","35,9264","0,1101",0,"0,0109",0,0,0,"0,0774",0,0,"0,0751","0,1313",0,0,0,"0,1456",0,0,0,0,0,0,"0,0669",0,0,0,0,0,"0,0647",0,0,0,0,0,Passed,0,"0,5578","5,3996",0,0,0
128,01-01-2006 13:05,051225,346,AMD_01,346,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,"6,4145",0,0,"0,3319","0,6262","0,0768",0,"45,7324",0,0,0,0,0,"1,6853","0,6056","0,2887","0,0085","1,6944","0,0052",0,"0,0167","0,0050","0,0014",0,"0,0019",0,0,0,"0,0412",0,0,0,"0,0865",0,0,0,0,0,0,"0,0042",0,0,0,0,0,"0,0309",0,0,0,0,0,Passed,0,"1,2724","2,5087",0,0,0
129,01-01-2006 13:12,051225,347,AMD_01,347,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,"4,4316","0,6804","0,7333","0,0738","0,2966","0,0263",0,"20,5506",0,0,0,0,0,0,"0,0107","0,1733","0,0215","0,3123",0,0,"0,0023","0,0044","0,0011",0,"0,0054",0,0,0,0,0,0,0,"0,1205",0,0,0,0,0,0,0,0,0,0,0,0,"0,0043",0,"0,0068",0,0,0,Passed,0,"2,7856","15,3996",0,0,0
130,01-01-2006 13:15,051225,348,AMD_01,348,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,"7,1099",0,"47,6635",0,"2,9390",0,"0,1317","2,2327",0,0,0,0,0,"0,7038","0,2489","3,5421","0,6290","10,3353","0,0165",0,"0,0039",0,0,0,"0,6432",0,0,0,"0,3280",0,0,0,"1,8309",0,0,0,0,0,0,0,0,0,0,0,0,"0,0491",0,"0,1478",0,0,0,Passed,"0,0472","0,5710","8,6952",0,0,0
131,01-01-2006 13:18,051225,349,AMD_01,349,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,"3,8650","5,2157","29,6315","0,1188","0,0640",0,"0,6939","19,5305",0,"0,0053",0,0,0,0,0,"0,0097","0,0020","0,2302",0,"0,0032","0,0053","0,0024","0,0034",0,"0,0077",0,0,0,0,0,0,0,"0,0162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Passed,"0,2966","1,2917","6,3838",0,0,0
132,01-01-2006 13:23,051225,350,AMD_01,350,GeoChem,DualSoil,"60,0",AZ31,"0,0",AS41,"0,0",CP Mg,"0,0",0,"98,0367","3,0487","17,0871",0,"0,0988",0,"0,5560","0,7044",0,0,"0,0062",0,0,"0,0390","0,1687","2,0472","0,5079","100,0000","0,4666",0,"0,0173",0,"0,0092",0,"0,0182",0,0,"0,2387","0,6166",0,0,0,"3,8987",0,0,0,0,"0,0146",0,0,0,0,0,0,"0,3631",0,0,"0,0458",0,0,0,Passed,"0,1592","0,0260","1,2418",0,0,0
133,01-01-2006 13:30,051225,351,AMD_01,351,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,"19,5188","4,2214","51,2273",0,"0,6502",0,"1,0242","3,8118",0,"0,0040",0,0,0,0,"0,0110","0,0840","0,0181","11,8400","0,0227","0,0041","0,0035",0,"0,0048",0,"0,0174",0,0,"0,0425","0,0112",0,0,0,"0,1694",0,0,0,0,0,0,0,0,0,0,0,"0,0167","0,0488","0,0068","0,0045",0,0,0,Passed,"0,1805","0,1375","1,6697",0,0,0
134,01-01-2006 13:35,051225,352,AMD_01,352,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"0,5258",0,"0,3572","0,4732","0,0530",0,"51,1824",0,0,0,0,0,0,0,"0,0061","0,0190","0,3863",0,0,"0,0170","0,0026","0,0015",0,0,0,0,0,"0,0156",0,0,0,"0,0154",0,"0,0512",0,0,0,0,0,0,0,0,0,0,"0,0046",0,"0,0099",0,0,0,Passed,"0,0247","1,3915","0,7374",0,0,0
135,01-01-2006 13:37,051225,353,AMD_01,353,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"1,9249","45,8572",0,"5,4153",0,"0,4992","5,1714",0,0,0,0,0,0,"0,0118","6,7540","0,1915","0,6614",0,"0,0035","0,0030",0,"0,0032",0,"0,0133",0,0,0,0,0,0,0,"2,1933",0,0,0,0,0,0,0,0,0,0,0,0,"0,0178",0,"0,0047",0,0,0,Passed,"0,1035","0,2960","5,9228",0,0,0
136,01-01-2006 13:40,051225,354,AMD_01,354,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"2,5307","58,8537",0,"4,4716",0,"0,6792","1,1129",0,0,0,0,0,0,"0,0104","5,7808","0,2079","0,6312",0,"0,0032","0,0098",0,"0,0033",0,"0,0359",0,0,0,0,0,0,0,"2,3750",0,0,0,0,"0,0409",0,0,0,0,0,0,0,"0,0422",0,"0,0058",0,0,0,Passed,"0,1024","0,1000","2,5172",0,0,0
137,01-01-2006 13:44,051225,355,AMD_01,355,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,"7,2157","1,7138","23,8766","0,1380","1,9068","0,0278",0,"23,6838",0,"0,0085",0,0,0,0,0,"0,3547","0,1885","0,0383",0,0,"0,0088","0,0027","0,0028",0,0,0,0,0,0,0,0,0,"0,0520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0806",0,0,0,Passed,"0,0554","0,3958","8,1134",0,0,0
138,01-01-2006 13:48,051225,356,AMD_01,356,GeoChem,DualSoil,"61,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"8,8090","23,9433","0,1643","0,7934",0,"0,0993","27,1943",0,"0,0053",0,0,0,0,0,"0,0071","0,0016","0,0040",0,"0,0020","0,0197","0,0020","0,0070",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Passed,"0,4364","0,1699","1,7572",0,0,0
139,01-01-2006 13:50,051225,357,AMD_01,357,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"14,6222","41,3565","0,0749","0,6533",0,"1,8811","5,2479",0,"0,0122",0,0,0,0,0,"0,0036","0,0036","0,0028",0,"0,0092","0,0337","0,0020","0,0126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Passed,"0,5275","0,0917","2,1609",0,0,0
140,01-01-2006 12:02,051225,358,AMD_01,358,GeoChem,DualSoil,"60,0",Yellow 8K Gold,"0,0",White 8K Gold,"0,0",White 9K Gold,"0,0",0,0,"4,4213","18,1770","0,0448",0,0,"0,8643","4,2166",0,0,0,0,0,0,"0,0034","0,0155","0,0316","0,0039",0,"0,0119","0,0188","0,0025","0,0187",0,0,0,0,0,0,0,0,0,0,0,"0,0500",0,0,0,0,0,0,0,0,0,0,0,0,"0,0042",0,0,0,Passed,"0,3009","0,1077","2,0029",0,0,0
141,01-01-2006 12:07,051225,359,AMD_01,359,GeoChem,DualSoil,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"4,4315","19,9235","0,1963","0,0424",0,"0,7618","25,2165",0,0,0,0,0,0,0,"0,0166","0,0497","0,0021",0,"0,0182","0,0134","0,0016","0,0070",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0059",0,0,0,0,0,Passed,"0,0654","0,0242","1,1175",0,0,0
142,01-01-2006 12:11,051225,360,AMD_01,360,GeoChem,DualMining,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"2,2863","18,1532","0,1714","0,0743",0,"0,6424","23,7560","0,0806",0,0,"0,0345","1,4854",0,"0,0024","0,0156","0,0685","0,0078",0,"0,0565","0,0147","0,0030","0,0054",0,0,0,0,0,"0,0187",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Passed,0,0,0,0,0,0
143,01-01-2006 12:16,051225,361,AMD_01,361,GeoChem,DualMining,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,"2,2599","7,3533","28,6484","0,1131","0,0188",0,"1,3005","5,9018","0,5338","0,0145",0,"0,2698","5,0193",0,0,"0,0199","0,0357","0,0081",0,"0,0300","0,0252","0,0119","0,0143",0,0,0,0,0,0,0,0,0,0,0,"0,0951",0,0,0,0,0,0,0,0,0,0,0,0,"0,0044",0,0,0,Passed,0,0,0,0,0,0
144,01-01-2006 12:39,051225,362,AMD_01,362,GeoChem,DualMining,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"5,6632","26,8087","0,2024",0,0,"1,9297","24,4589","0,1089",0,0,"0,0799","1,8839",0,"0,0025","0,0150","0,0939","0,0071",0,"0,1257","0,0086","0,0038","0,0168",0,0,0,"0,0219",0,"0,0886",0,0,"0,0245",0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0416",0,0,0,0,0,Passed,0,0,0,0,0,0
145,01-01-2006 12:43,051225,363,AMD_01,363,GeoChem,DualMining,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"6,1282","31,3609","0,1205",0,0,"1,7782","16,3747","0,0875",0,0,"0,0579","1,9619",0,0,"0,0268","0,0788","0,0202",0,"0,1024","0,0088","0,0044","0,0139",0,"0,0033",0,0,0,"0,0266",0,0,0,0,0,"0,0500",0,0,0,0,0,0,0,0,0,0,"0,0714",0,0,0,0,0,Passed,0,0,0,0,0,0
146,01-01-2006 12:46,051225,364,AMD_01,364,GeoChem,DualMining,"60,0",Bi,"0,0",0,"0,0",0,"0,0",0,0,"2,0995","11,6785","0,3451","6,8796","0,0409","0,9714","16,7022","0,0705",0,0,"0,0441","1,2683",0,0,"0,0097","0,0044","0,0162",0,"0,0238","0,0313","0,0048",0,0,0,0,0,0,0,0,0,0,0,0,"0,1431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Passed,0,0,0,0,0,0
147,01-01-2006 12:02,051225,365,AMD_01,365,GeoChem,DualMining,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"3,5489","22,3286","0,2639","1,9604","0,0331","1,4551","17,6654","0,1257",0,0,"0,1164","2,0303",0,0,"0,0125","0,0171","0,0275",0,"0,0413","0,0380","0,0070","0,0090",0,0,0,0,0,"0,0184",0,0,0,0,0,"0,3104",0,0,0,0,0,0,0,0,0,0,"0,0093",0,0,0,0,0,Passed,0,0,0,0,0,0
148,01-01-2006 12:05,051225,366,AMD_01,366,GeoChem,DualMining,"60,0",Bi,"0,0",0,"0,0",0,"0,0",0,0,"4,5728","19,3538","0,3094","2,7352",0,"1,1968","17,5920",0,0,0,"0,0952","2,5585",0,"0,0046","0,0133","0,0201","0,0403",0,"0,0394","0,0585","0,0075","0,0111","0,0028",0,0,"0,0210",0,"0,0332",0,0,"0,0247",0,0,"0,6039",0,0,0,0,0,0,0,0,0,0,0,0,"0,0070",0,0,0,Passed,0,0,0,0,0,0
149,01-01-2006 12:09,051225,367,AMD_01,367,GeoChem,DualMining,"62,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"7,3341","34,6211","0,1874","1,4340","0,0749","2,3020","14,2328","0,1725",0,0,"0,1160","2,1783",0,0,"0,0112","0,0139","0,0194",0,"0,0372","0,0299","0,0049","0,0105",0,0,0,0,0,"0,0097",0,0,0,0,0,"0,2897",0,0,0,0,0,0,0,0,0,0,0,0,"0,0033",0,0,0,Passed,0,0,0,0,0,0
150,01-01-2006 12:12,051225,368,AMD_01,368,GeoChem,DualMining,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"7,5976","34,9385","0,2526","1,3777","0,0608","2,1296","12,6387","0,0747",0,0,"0,0982","2,2148",0,"0,0033","0,0110","0,0161","0,0218",0,"0,0426","0,0371","0,0073","0,0140",0,"0,0029",0,"0,0205",0,"0,0319",0,0,0,0,0,"0,4102",0,0,0,0,0,0,0,0,0,0,"0,0147",0,0,0,0,0,Passed,0,0,0,0,0,0
151,01-01-2006 12:16,051225,369,AMD_01,369,GeoChem,DualMining,"61,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"6,5678","29,2030","0,1329","1,5377","0,0613","1,9849","12,3804","0,1313",0,0,"0,1151","2,4523",0,0,"0,0105","0,0168","0,0247",0,"0,0406","0,0356","0,0060","0,0109",0,0,0,0,0,"0,0143",0,0,0,0,0,"0,3352",0,0,0,0,0,0,0,0,0,0,0,0,"0,0028",0,0,0,Passed,0,0,0,0,0,0
152,01-01-2006 12:33,051225,370,AMD_01,370,GeoChem,DualMining,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"2,5696","21,1792","1,7345",0,"26,4272","1,4173","0,2260","0,0339","0,0057",0,"0,0385","1,2231",0,0,"0,0110","0,0037","0,0108",0,"0,0462","0,0101","0,0061","0,0129",0,"0,0042",0,0,0,0,0,0,0,0,0,"0,2360",0,"0,0743",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Passed,0,0,0,0,0,0
153,01-01-2006 12:37,051225,371,AMD_01,371,GeoChem,DualMining,"60,0",No Match,"0,0",0,"0,0",0,"0,0",0,0,"0,5298","7,5654","2,1898",0,"36,5809","0,5004",0,"0,5104","0,0180",0,"0,1401","6,2595",0,0,"0,0301","0,0578","0,0412",0,"0,0667","0,0398","0,0149","0,0437","0,0053",0,0,0,0,0,0,0,"0,0308",0,0,"0,1131",0,"0,1801",0,0,0,0,0,0,0,0,0,0,"0,0083",0,0,0,Passed,0,0,0,0,0,0
